Salary_men,Salary_woman,Age_men,Age_woman,Years_exp_men,Years_exp_woman
90000.0,75000.0,30.0,28.0,5.0,4.0
80000.0,200000.0,29.0,41.0,4.0,16.0
180000.0,100000.0,42.0,34.0,14.0,8.0
60000.0,55000.0,26.0,24.0,2.0,2.0
120000.0,170000.0,35.0,36.0,9.0,12.0
70000.0,90000.0,27.0,30.0,3.0,5.0
210000.0,80000.0,48.0,29.0,18.0,4.0
140000.0,180000.0,34.0,42.0,9.0,14.0
50000.0,60000.0,23.0,26.0,1.0,2.0
110000.0,120000.0,32.0,35.0,7.0,9.0
60000.0,70000.0,25.0,27.0,2.0,3.0
160000.0,210000.0,37.0,48.0,11.0,18.0
75000.0,140000.0,28.0,34.0,4.0,9.0
200000.0,50000.0,41.0,23.0,16.0,1.0
100000.0,110000.0,34.0,32.0,8.0,7.0
55000.0,60000.0,24.0,25.0,2.0,2.0
170000.0,160000.0,36.0,37.0,12.0,11.0
90000.0,75000.0,30.0,28.0,5.0,4.0
80000.0,200000.0,29.0,41.0,4.0,16.0
180000.0,100000.0,42.0,34.0,14.0,8.0
60000.0,55000.0,26.0,24.0,2.0,2.0
120000.0,170000.0,35.0,36.0,9.0,12.0
70000.0,90000.0,27.0,30.0,3.0,5.0
210000.0,80000.0,48.0,29.0,18.0,4.0
140000.0,180000.0,34.0,42.0,9.0,14.0
50000.0,60000.0,23.0,26.0,1.0,2.0
110000.0,120000.0,32.0,35.0,7.0,9.0
60000.0,70000.0,25.0,27.0,2.0,3.0
160000.0,210000.0,37.0,48.0,11.0,18.0
75000.0,140000.0,28.0,34.0,4.0,9.0
200000.0,50000.0,41.0,23.0,16.0,1.0
100000.0,110000.0,34.0,32.0,8.0,7.0
55000.0,60000.0,24.0,25.0,2.0,2.0
170000.0,160000.0,36.0,37.0,12.0,11.0
90000.0,75000.0,30.0,28.0,5.0,4.0
80000.0,200000.0,29.0,41.0,4.0,16.0
180000.0,100000.0,42.0,34.0,14.0,8.0
60000.0,55000.0,26.0,24.0,2.0,2.0
120000.0,170000.0,35.0,36.0,9.0,12.0
70000.0,90000.0,27.0,30.0,3.0,5.0
210000.0,80000.0,48.0,29.0,18.0,4.0
140000.0,180000.0,34.0,42.0,9.0,14.0
50000.0,60000.0,23.0,26.0,1.0,2.0
110000.0,120000.0,32.0,35.0,7.0,9.0
60000.0,70000.0,25.0,27.0,2.0,3.0
160000.0,210000.0,37.0,48.0,11.0,18.0
75000.0,140000.0,28.0,34.0,4.0,9.0
200000.0,50000.0,41.0,23.0,16.0,1.0
100000.0,110000.0,34.0,32.0,8.0,7.0
55000.0,60000.0,24.0,25.0,2.0,2.0
170000.0,160000.0,36.0,37.0,12.0,11.0
90000.0,75000.0,30.0,28.0,5.0,4.0
80000.0,200000.0,29.0,41.0,4.0,16.0
180000.0,100000.0,42.0,34.0,14.0,8.0
60000.0,55000.0,26.0,24.0,2.0,2.0
120000.0,170000.0,35.0,36.0,9.0,12.0
70000.0,90000.0,27.0,30.0,3.0,5.0
210000.0,80000.0,48.0,29.0,18.0,4.0
140000.0,180000.0,34.0,42.0,9.0,14.0
50000.0,60000.0,23.0,26.0,1.0,2.0
110000.0,120000.0,32.0,35.0,7.0,9.0
60000.0,80000.0,25.0,28.0,2.0,5.0
160000.0,60000.0,37.0,30.0,11.0,4.0
75000.0,50000.0,28.0,25.0,4.0,2.0
200000.0,160000.0,41.0,45.0,16.0,18.0
100000.0,120000.0,34.0,33.0,8.0,9.0
55000.0,40000.0,24.0,22.0,2.0,0.0
170000.0,100000.0,36.0,36.0,12.0,10.0
90000.0,75000.0,30.0,29.0,5.0,4.0
80000.0,140000.0,29.0,42.0,4.0,16.0
180000.0,50000.0,42.0,27.0,14.0,2.0
60000.0,110000.0,26.0,38.0,2.0,11.0
120000.0,45000.0,35.0,24.0,9.0,1.0
80000.0,55000.0,28.0,31.0,5.0,4.0
60000.0,130000.0,30.0,39.0,4.0,13.0
50000.0,50000.0,25.0,26.0,2.0,2.0
160000.0,80000.0,45.0,32.0,18.0,7.0
120000.0,45000.0,33.0,32.0,9.0,2.0
40000.0,32000.0,22.0,24.0,0.0,1.0
100000.0,120000.0,36.0,45.0,10.0,12.0
75000.0,65000.0,29.0,29.0,4.0,4.0
140000.0,95000.0,42.0,38.0,16.0,8.0
50000.0,80000.0,27.0,27.0,2.0,5.0
110000.0,38000.0,38.0,31.0,11.0,3.0
45000.0,110000.0,24.0,42.0,1.0,10.0
55000.0,45000.0,31.0,26.0,4.0,2.0
130000.0,89000.0,39.0,36.0,13.0,7.0
50000.0,32000.0,26.0,28.0,2.0,1.0
80000.0,70000.0,32.0,33.0,7.0,5.0
45000.0,150000.0,32.0,46.0,2.0,15.0
32000.0,40000.0,24.0,25.0,1.0,1.0
120000.0,105000.0,45.0,37.0,12.0,9.0
65000.0,65000.0,29.0,30.0,4.0,4.0
95000.0,140000.0,38.0,43.0,8.0,14.0
80000.0,50000.0,27.0,34.0,5.0,3.0
38000.0,35000.0,31.0,26.0,3.0,2.0
110000.0,115000.0,42.0,41.0,10.0,11.0
45000.0,70000.0,26.0,29.0,2.0,5.0
89000.0,80000.0,36.0,35.0,7.0,6.0
32000.0,30000.0,28.0,27.0,1.0,1.0
70000.0,135000.0,33.0,40.0,5.0,13.0
150000.0,40000.0,46.0,23.0,15.0,1.0
40000.0,105000.0,25.0,39.0,1.0,10.0
105000.0,35000.0,37.0,31.0,9.0,2.0
65000.0,120000.0,30.0,44.0,4.0,12.0
140000.0,55000.0,43.0,28.0,14.0,3.0
50000.0,45000.0,34.0,32.0,3.0,2.0
35000.0,140000.0,26.0,45.0,2.0,14.0
115000.0,55000.0,41.0,26.0,11.0,3.0
70000.0,115000.0,29.0,38.0,5.0,11.0
80000.0,70000.0,35.0,27.0,6.0,4.0
30000.0,38000.0,27.0,33.0,1.0,3.0
135000.0,135000.0,40.0,42.0,13.0,13.0
40000.0,45000.0,23.0,29.0,1.0,2.0
105000.0,85000.0,39.0,36.0,10.0,7.0
35000.0,32000.0,31.0,30.0,2.0,1.0
120000.0,150000.0,44.0,43.0,12.0,15.0
55000.0,65000.0,28.0,34.0,3.0,4.0
45000.0,32000.0,32.0,25.0,2.0,1.0
140000.0,120000.0,45.0,37.0,14.0,12.0
55000.0,40000.0,26.0,24.0,3.0,1.0
115000.0,95000.0,38.0,39.0,11.0,9.0
70000.0,35000.0,27.0,31.0,4.0,2.0
38000.0,140000.0,33.0,44.0,3.0,14.0
135000.0,55000.0,42.0,28.0,13.0,3.0
45000.0,80000.0,29.0,32.0,2.0,6.0
85000.0,135000.0,36.0,45.0,7.0,13.0
32000.0,45000.0,30.0,26.0,1.0,2.0
150000.0,95000.0,43.0,38.0,15.0,8.0
65000.0,32000.0,34.0,27.0,4.0,1.0
32000.0,70000.0,25.0,33.0,1.0,5.0
120000.0,120000.0,37.0,42.0,12.0,12.0
40000.0,70000.0,24.0,29.0,1.0,4.0
95000.0,85000.0,39.0,36.0,9.0,7.0
35000.0,33000.0,31.0,30.0,2.0,2.0
140000.0,150000.0,44.0,43.0,14.0,15.0
55000.0,50000.0,28.0,34.0,3.0,3.0
80000.0,32000.0,32.0,25.0,6.0,1.0
135000.0,115000.0,45.0,37.0,13.0,11.0
45000.0,40000.0,26.0,24.0,2.0,1.0
95000.0,105000.0,38.0,39.0,8.0,10.0
32000.0,35000.0,27.0,31.0,1.0,2.0
70000.0,135000.0,33.0,44.0,5.0,13.0
120000.0,65000.0,42.0,28.0,12.0,4.0
70000.0,80000.0,29.0,32.0,4.0,6.0
85000.0,140000.0,36.0,45.0,7.0,14.0
33000.0,45000.0,30.0,26.0,2.0,2.0
150000.0,95000.0,43.0,38.0,15.0,8.0
50000.0,32000.0,34.0,27.0,3.0,1.0
32000.0,70000.0,25.0,33.0,1.0,5.0
115000.0,120000.0,37.0,42.0,11.0,12.0
40000.0,70000.0,24.0,29.0,1.0,4.0
105000.0,85000.0,39.0,36.0,10.0,7.0
35000.0,33000.0,31.0,30.0,2.0,2.0
135000.0,150000.0,44.0,43.0,13.0,15.0
65000.0,50000.0,28.0,34.0,4.0,3.0
80000.0,32000.0,32.0,25.0,6.0,1.0
140000.0,115000.0,45.0,37.0,14.0,11.0
45000.0,40000.0,26.0,24.0,2.0,1.0
95000.0,105000.0,38.0,39.0,8.0,10.0
32000.0,35000.0,27.0,31.0,1.0,2.0
70000.0,135000.0,33.0,44.0,5.0,13.0
120000.0,65000.0,42.0,28.0,12.0,4.0
70000.0,80000.0,29.0,32.0,4.0,6.0
85000.0,140000.0,36.0,45.0,7.0,14.0
33000.0,45000.0,30.0,26.0,2.0,2.0
150000.0,95000.0,43.0,38.0,15.0,8.0
50000.0,32000.0,34.0,27.0,3.0,1.0
32000.0,70000.0,25.0,33.0,1.0,5.0
115000.0,120000.0,37.0,42.0,11.0,12.0
40000.0,70000.0,24.0,29.0,1.0,4.0
105000.0,85000.0,39.0,36.0,10.0,7.0
35000.0,33000.0,31.0,30.0,2.0,2.0
135000.0,150000.0,44.0,43.0,13.0,15.0
65000.0,50000.0,28.0,34.0,4.0,3.0
80000.0,32000.0,32.0,25.0,6.0,1.0
140000.0,115000.0,45.0,37.0,14.0,11.0
45000.0,40000.0,26.0,24.0,2.0,1.0
95000.0,105000.0,38.0,39.0,8.0,10.0
32000.0,35000.0,27.0,31.0,1.0,2.0
70000.0,135000.0,33.0,44.0,5.0,13.0
120000.0,65000.0,42.0,28.0,12.0,4.0
70000.0,80000.0,29.0,32.0,4.0,6.0
85000.0,140000.0,36.0,45.0,7.0,14.0
33000.0,45000.0,30.0,26.0,2.0,2.0
150000.0,95000.0,43.0,38.0,15.0,8.0
50000.0,32000.0,34.0,27.0,3.0,1.0
32000.0,70000.0,25.0,33.0,1.0,5.0
115000.0,120000.0,37.0,42.0,11.0,12.0
40000.0,70000.0,24.0,29.0,1.0,4.0
105000.0,85000.0,39.0,36.0,10.0,7.0
35000.0,33000.0,31.0,30.0,2.0,2.0
135000.0,150000.0,44.0,43.0,13.0,15.0
65000.0,50000.0,28.0,34.0,4.0,3.0
80000.0,32000.0,32.0,25.0,6.0,1.0
140000.0,115000.0,45.0,37.0,14.0,11.0
45000.0,45000.0,26.0,32.0,2.0,2.0
95000.0,32000.0,38.0,24.0,8.0,1.0
32000.0,120000.0,27.0,45.0,1.0,12.0
70000.0,65000.0,33.0,29.0,5.0,4.0
120000.0,95000.0,42.0,38.0,12.0,8.0
70000.0,80000.0,29.0,27.0,4.0,5.0
85000.0,38000.0,36.0,31.0,7.0,3.0
33000.0,110000.0,30.0,42.0,2.0,10.0
150000.0,45000.0,43.0,26.0,15.0,2.0
50000.0,89000.0,34.0,36.0,3.0,7.0
32000.0,32000.0,25.0,28.0,1.0,1.0
115000.0,70000.0,37.0,33.0,11.0,5.0
45000.0,150000.0,32.0,46.0,2.0,15.0
32000.0,40000.0,24.0,25.0,1.0,1.0
120000.0,105000.0,45.0,37.0,12.0,9.0
65000.0,65000.0,29.0,30.0,4.0,4.0
95000.0,140000.0,38.0,43.0,8.0,14.0
80000.0,50000.0,27.0,34.0,5.0,3.0
38000.0,35000.0,31.0,26.0,3.0,2.0
110000.0,115000.0,42.0,41.0,10.0,11.0
45000.0,70000.0,26.0,29.0,2.0,5.0
89000.0,80000.0,36.0,35.0,7.0,6.0
32000.0,30000.0,28.0,27.0,1.0,1.0
70000.0,135000.0,33.0,40.0,5.0,13.0
150000.0,40000.0,46.0,23.0,15.0,1.0
40000.0,105000.0,25.0,39.0,1.0,10.0
105000.0,35000.0,37.0,31.0,9.0,2.0
65000.0,120000.0,30.0,44.0,4.0,12.0
140000.0,55000.0,43.0,28.0,14.0,3.0
50000.0,45000.0,34.0,32.0,3.0,2.0
35000.0,140000.0,26.0,45.0,2.0,14.0
115000.0,55000.0,41.0,26.0,11.0,3.0
70000.0,115000.0,29.0,38.0,5.0,11.0
80000.0,70000.0,35.0,27.0,6.0,4.0
30000.0,38000.0,27.0,33.0,1.0,3.0
135000.0,135000.0,40.0,42.0,13.0,13.0
40000.0,45000.0,23.0,29.0,1.0,2.0
105000.0,85000.0,39.0,36.0,10.0,7.0
35000.0,32000.0,31.0,30.0,2.0,1.0
120000.0,150000.0,44.0,43.0,12.0,15.0
55000.0,65000.0,28.0,34.0,3.0,4.0
45000.0,32000.0,32.0,25.0,2.0,1.0
140000.0,120000.0,45.0,37.0,14.0,12.0
55000.0,40000.0,26.0,24.0,3.0,1.0
115000.0,95000.0,38.0,39.0,11.0,9.0
70000.0,35000.0,27.0,31.0,4.0,2.0
38000.0,140000.0,33.0,44.0,3.0,14.0
135000.0,55000.0,42.0,28.0,13.0,3.0
45000.0,80000.0,29.0,32.0,2.0,6.0
85000.0,135000.0,36.0,45.0,7.0,13.0
32000.0,45000.0,30.0,26.0,1.0,2.0
150000.0,95000.0,43.0,38.0,15.0,8.0
65000.0,32000.0,34.0,27.0,4.0,1.0
32000.0,70000.0,25.0,33.0,1.0,5.0
120000.0,120000.0,37.0,42.0,12.0,12.0
40000.0,70000.0,24.0,29.0,1.0,4.0
95000.0,85000.0,39.0,36.0,9.0,7.0
35000.0,33000.0,31.0,30.0,2.0,2.0
140000.0,150000.0,44.0,43.0,14.0,15.0
55000.0,50000.0,28.0,34.0,3.0,3.0
80000.0,32000.0,32.0,25.0,6.0,1.0
135000.0,115000.0,45.0,37.0,13.0,11.0
45000.0,40000.0,26.0,24.0,2.0,1.0
95000.0,105000.0,38.0,39.0,8.0,10.0
32000.0,35000.0,27.0,31.0,1.0,2.0
70000.0,135000.0,33.0,44.0,5.0,13.0
120000.0,65000.0,42.0,28.0,12.0,4.0
70000.0,80000.0,29.0,32.0,4.0,6.0
85000.0,140000.0,36.0,45.0,7.0,14.0
33000.0,45000.0,30.0,26.0,2.0,2.0
150000.0,95000.0,43.0,38.0,15.0,8.0
50000.0,32000.0,34.0,27.0,3.0,1.0
32000.0,70000.0,25.0,33.0,1.0,5.0
115000.0,120000.0,37.0,42.0,11.0,12.0
40000.0,70000.0,24.0,29.0,1.0,4.0
105000.0,85000.0,39.0,36.0,10.0,7.0
35000.0,33000.0,31.0,30.0,2.0,2.0
135000.0,150000.0,44.0,43.0,13.0,15.0
65000.0,50000.0,28.0,34.0,4.0,3.0
80000.0,32000.0,32.0,25.0,6.0,1.0
140000.0,115000.0,45.0,37.0,14.0,11.0
45000.0,40000.0,26.0,24.0,2.0,1.0
95000.0,105000.0,38.0,39.0,8.0,10.0
32000.0,35000.0,27.0,31.0,1.0,2.0
70000.0,135000.0,33.0,44.0,5.0,13.0
120000.0,65000.0,42.0,28.0,12.0,4.0
70000.0,80000.0,29.0,32.0,4.0,6.0
85000.0,140000.0,36.0,45.0,7.0,14.0
33000.0,45000.0,30.0,26.0,2.0,2.0
150000.0,95000.0,43.0,38.0,15.0,8.0
50000.0,32000.0,34.0,27.0,3.0,1.0
32000.0,70000.0,25.0,33.0,1.0,5.0
115000.0,120000.0,37.0,42.0,11.0,12.0
40000.0,70000.0,24.0,29.0,1.0,4.0
105000.0,85000.0,39.0,36.0,10.0,7.0
35000.0,33000.0,31.0,30.0,2.0,2.0
135000.0,150000.0,44.0,43.0,13.0,15.0
65000.0,50000.0,28.0,34.0,4.0,3.0
80000.0,32000.0,32.0,25.0,6.0,1.0
140000.0,115000.0,45.0,37.0,14.0,11.0
45000.0,40000.0,26.0,24.0,2.0,1.0
95000.0,105000.0,38.0,39.0,8.0,10.0
32000.0,35000.0,27.0,31.0,1.0,2.0
70000.0,135000.0,33.0,44.0,5.0,13.0
120000.0,65000.0,42.0,28.0,12.0,4.0
70000.0,80000.0,29.0,32.0,4.0,6.0
85000.0,140000.0,36.0,45.0,7.0,14.0
33000.0,45000.0,30.0,26.0,2.0,2.0
150000.0,95000.0,43.0,38.0,15.0,8.0
50000.0,32000.0,34.0,27.0,3.0,1.0
32000.0,70000.0,25.0,33.0,1.0,5.0
115000.0,120000.0,37.0,42.0,11.0,12.0
40000.0,70000.0,24.0,29.0,1.0,4.0
105000.0,85000.0,39.0,36.0,10.0,7.0
35000.0,33000.0,31.0,30.0,2.0,2.0
135000.0,150000.0,44.0,43.0,13.0,15.0
65000.0,50000.0,28.0,34.0,4.0,3.0
80000.0,32000.0,32.0,25.0,6.0,1.0
140000.0,115000.0,45.0,37.0,14.0,11.0
45000.0,60000.0,26.0,28.0,2.0,3.0
95000.0,100000.0,38.0,37.0,8.0,9.0
32000.0,150000.0,27.0,43.0,1.0,15.0
70000.0,55000.0,33.0,31.0,5.0,4.0
120000.0,30000.0,42.0,24.0,12.0,1.0
70000.0,70000.0,29.0,29.0,4.0,5.0
85000.0,90000.0,36.0,35.0,7.0,8.0
33000.0,40000.0,30.0,26.0,2.0,2.0
150000.0,130000.0,43.0,42.0,15.0,12.0
50000.0,75000.0,34.0,34.0,3.0,6.0
32000.0,35000.0,25.0,27.0,1.0,2.0
115000.0,110000.0,37.0,38.0,11.0,10.0
60000.0,65000.0,28.0,30.0,3.0,4.0
100000.0,180000.0,37.0,45.0,9.0,18.0
150000.0,35000.0,43.0,25.0,15.0,1.0
55000.0,120000.0,31.0,40.0,4.0,11.0
30000.0,75000.0,24.0,33.0,1.0,6.0
70000.0,30000.0,29.0,29.0,5.0,1.0
90000.0,160000.0,35.0,44.0,8.0,16.0
40000.0,60000.0,26.0,26.0,2.0,3.0
130000.0,85000.0,42.0,36.0,12.0,8.0
75000.0,70000.0,34.0,31.0,6.0,5.0
35000.0,50000.0,27.0,27.0,2.0,3.0
110000.0,140000.0,38.0,42.0,10.0,13.0
65000.0,75000.0,30.0,34.0,4.0,6.0
180000.0,35000.0,45.0,28.0,18.0,2.0
35000.0,110000.0,25.0,39.0,1.0,10.0
120000.0,65000.0,40.0,31.0,11.0,4.0
75000.0,180000.0,33.0,45.0,6.0,18.0
30000.0,35000.0,29.0,25.0,1.0,1.0
160000.0,120000.0,44.0,40.0,16.0,11.0
60000.0,75000.0,26.0,33.0,3.0,6.0
85000.0,30000.0,36.0,29.0,8.0,1.0
70000.0,160000.0,31.0,44.0,5.0,16.0
50000.0,60000.0,27.0,26.0,3.0,3.0
140000.0,85000.0,42.0,36.0,13.0,8.0
75000.0,70000.0,34.0,31.0,6.0,5.0
35000.0,50000.0,28.0,27.0,2.0,3.0
110000.0,140000.0,39.0,42.0,10.0,13.0
65000.0,75000.0,31.0,34.0,4.0,6.0
180000.0,35000.0,45.0,28.0,18.0,2.0
35000.0,110000.0,25.0,39.0,1.0,10.0
120000.0,65000.0,40.0,31.0,11.0,4.0
75000.0,180000.0,33.0,45.0,6.0,18.0
30000.0,35000.0,29.0,25.0,1.0,1.0
160000.0,120000.0,44.0,40.0,16.0,11.0
60000.0,75000.0,26.0,33.0,3.0,6.0
85000.0,30000.0,36.0,29.0,8.0,1.0
70000.0,160000.0,31.0,44.0,5.0,16.0
50000.0,60000.0,27.0,26.0,3.0,3.0
140000.0,85000.0,42.0,36.0,13.0,8.0
75000.0,70000.0,34.0,31.0,6.0,5.0
35000.0,50000.0,28.0,27.0,2.0,3.0
110000.0,140000.0,39.0,42.0,10.0,13.0
65000.0,75000.0,31.0,34.0,4.0,6.0
180000.0,35000.0,45.0,28.0,18.0,2.0
35000.0,110000.0,25.0,39.0,1.0,10.0
120000.0,65000.0,40.0,31.0,11.0,4.0
75000.0,180000.0,33.0,45.0,6.0,18.0
30000.0,35000.0,29.0,25.0,1.0,1.0
160000.0,120000.0,44.0,40.0,16.0,11.0
60000.0,75000.0,26.0,33.0,3.0,6.0
85000.0,30000.0,36.0,29.0,8.0,1.0
70000.0,160000.0,31.0,44.0,5.0,16.0
50000.0,60000.0,27.0,26.0,3.0,3.0
140000.0,85000.0,42.0,36.0,13.0,8.0
75000.0,70000.0,34.0,31.0,6.0,5.0
35000.0,50000.0,28.0,27.0,2.0,3.0
110000.0,140000.0,39.0,42.0,10.0,13.0
65000.0,75000.0,31.0,34.0,4.0,6.0
180000.0,35000.0,45.0,28.0,18.0,2.0
35000.0,110000.0,25.0,39.0,1.0,10.0
120000.0,65000.0,40.0,31.0,11.0,4.0
75000.0,180000.0,33.0,45.0,6.0,18.0
30000.0,35000.0,29.0,25.0,1.0,1.0
160000.0,120000.0,44.0,40.0,16.0,11.0
60000.0,75000.0,26.0,33.0,3.0,6.0
85000.0,30000.0,36.0,29.0,8.0,1.0
70000.0,160000.0,31.0,44.0,5.0,16.0
50000.0,60000.0,27.0,26.0,3.0,3.0
140000.0,85000.0,42.0,36.0,13.0,8.0
75000.0,70000.0,34.0,31.0,6.0,5.0
35000.0,50000.0,28.0,27.0,2.0,3.0
110000.0,140000.0,39.0,42.0,10.0,13.0
65000.0,75000.0,31.0,34.0,4.0,6.0
180000.0,35000.0,45.0,28.0,18.0,2.0
35000.0,110000.0,25.0,39.0,1.0,10.0
120000.0,65000.0,40.0,31.0,11.0,4.0
75000.0,180000.0,33.0,45.0,6.0,18.0
30000.0,35000.0,29.0,25.0,1.0,1.0
160000.0,120000.0,44.0,40.0,16.0,11.0
60000.0,75000.0,26.0,33.0,3.0,6.0
85000.0,30000.0,36.0,29.0,8.0,1.0
70000.0,160000.0,31.0,44.0,5.0,16.0
50000.0,60000.0,27.0,26.0,3.0,3.0
140000.0,85000.0,42.0,36.0,13.0,8.0
75000.0,70000.0,34.0,31.0,6.0,5.0
35000.0,50000.0,28.0,27.0,2.0,3.0
110000.0,140000.0,39.0,42.0,10.0,13.0
65000.0,75000.0,31.0,34.0,4.0,6.0
180000.0,35000.0,45.0,28.0,18.0,2.0
35000.0,110000.0,25.0,39.0,1.0,10.0
120000.0,65000.0,40.0,31.0,11.0,4.0
75000.0,180000.0,33.0,45.0,6.0,18.0
30000.0,35000.0,29.0,25.0,1.0,1.0
160000.0,120000.0,44.0,40.0,16.0,11.0
60000.0,75000.0,26.0,33.0,3.0,6.0
85000.0,30000.0,36.0,29.0,8.0,1.0
70000.0,160000.0,31.0,44.0,5.0,16.0
50000.0,60000.0,27.0,26.0,3.0,3.0
140000.0,85000.0,42.0,36.0,13.0,8.0
75000.0,70000.0,34.0,31.0,6.0,5.0
35000.0,50000.0,28.0,27.0,2.0,3.0
110000.0,140000.0,39.0,42.0,10.0,13.0
65000.0,75000.0,31.0,34.0,4.0,6.0
180000.0,35000.0,45.0,28.0,18.0,2.0
35000.0,110000.0,25.0,39.0,1.0,10.0
120000.0,65000.0,40.0,31.0,11.0,4.0
75000.0,180000.0,33.0,45.0,6.0,18.0
30000.0,35000.0,29.0,25.0,1.0,1.0
160000.0,120000.0,44.0,40.0,16.0,11.0
60000.0,75000.0,26.0,33.0,3.0,6.0
85000.0,30000.0,36.0,29.0,8.0,1.0
70000.0,160000.0,31.0,44.0,5.0,16.0
50000.0,60000.0,27.0,26.0,3.0,3.0
140000.0,60000.0,42.0,27.0,13.0,3.0
75000.0,100000.0,34.0,38.0,6.0,9.0
35000.0,150000.0,28.0,44.0,2.0,15.0
110000.0,55000.0,39.0,30.0,10.0,4.0
65000.0,30000.0,31.0,23.0,4.0,1.0
180000.0,70000.0,45.0,28.0,18.0,5.0
35000.0,90000.0,25.0,34.0,1.0,8.0
120000.0,40000.0,40.0,25.0,11.0,2.0
75000.0,130000.0,33.0,41.0,6.0,12.0
30000.0,75000.0,29.0,33.0,1.0,6.0
160000.0,35000.0,44.0,26.0,16.0,2.0
60000.0,110000.0,26.0,37.0,3.0,10.0
60000.0,65000.0,27.0,29.0,3.0,4.0
100000.0,180000.0,38.0,46.0,9.0,18.0
150000.0,35000.0,44.0,26.0,15.0,1.0
55000.0,120000.0,30.0,39.0,4.0,11.0
30000.0,75000.0,23.0,32.0,1.0,6.0
70000.0,30000.0,28.0,28.0,5.0,1.0
90000.0,160000.0,34.0,43.0,8.0,16.0
40000.0,60000.0,25.0,27.0,2.0,3.0
130000.0,85000.0,41.0,35.0,12.0,8.0
75000.0,70000.0,33.0,30.0,6.0,5.0
35000.0,50000.0,26.0,26.0,2.0,3.0
110000.0,140000.0,37.0,41.0,10.0,13.0
65000.0,75000.0,29.0,33.0,4.0,6.0
180000.0,35000.0,46.0,27.0,18.0,2.0
35000.0,110000.0,26.0,38.0,1.0,10.0
120000.0,65000.0,39.0,29.0,11.0,4.0
75000.0,180000.0,32.0,46.0,6.0,18.0
30000.0,35000.0,28.0,26.0,1.0,1.0
160000.0,120000.0,43.0,39.0,16.0,11.0
60000.0,75000.0,27.0,32.0,3.0,6.0
85000.0,30000.0,35.0,28.0,8.0,1.0
70000.0,160000.0,30.0,43.0,5.0,16.0
50000.0,60000.0,26.0,27.0,3.0,3.0
140000.0,85000.0,41.0,35.0,13.0,8.0
75000.0,70000.0,33.0,30.0,6.0,5.0
35000.0,50000.0,27.0,26.0,2.0,3.0
110000.0,140000.0,38.0,41.0,10.0,13.0
65000.0,75000.0,29.0,33.0,4.0,6.0
180000.0,35000.0,46.0,27.0,18.0,2.0
35000.0,110000.0,26.0,38.0,1.0,10.0
120000.0,65000.0,39.0,29.0,11.0,4.0
75000.0,180000.0,32.0,46.0,6.0,18.0
30000.0,35000.0,28.0,26.0,1.0,1.0
160000.0,120000.0,43.0,39.0,16.0,11.0
60000.0,75000.0,27.0,32.0,3.0,6.0
85000.0,30000.0,35.0,28.0,8.0,1.0
70000.0,160000.0,30.0,43.0,5.0,16.0
50000.0,60000.0,26.0,27.0,3.0,3.0
140000.0,85000.0,41.0,35.0,13.0,8.0
75000.0,70000.0,33.0,30.0,6.0,5.0
35000.0,50000.0,27.0,26.0,2.0,3.0
110000.0,140000.0,38.0,41.0,10.0,13.0
65000.0,75000.0,29.0,33.0,4.0,6.0
180000.0,35000.0,46.0,27.0,18.0,2.0
35000.0,110000.0,26.0,38.0,1.0,10.0
120000.0,65000.0,39.0,29.0,11.0,4.0
75000.0,180000.0,32.0,46.0,6.0,18.0
30000.0,35000.0,28.0,26.0,1.0,1.0
160000.0,120000.0,43.0,39.0,16.0,11.0
60000.0,75000.0,27.0,32.0,3.0,6.0
85000.0,30000.0,35.0,28.0,8.0,1.0
70000.0,160000.0,30.0,43.0,5.0,16.0
50000.0,60000.0,26.0,27.0,3.0,3.0
140000.0,85000.0,41.0,35.0,13.0,8.0
75000.0,70000.0,33.0,30.0,6.0,5.0
35000.0,50000.0,27.0,26.0,2.0,3.0
110000.0,140000.0,38.0,41.0,10.0,13.0
65000.0,75000.0,29.0,33.0,4.0,6.0
180000.0,35000.0,46.0,27.0,18.0,2.0
35000.0,110000.0,26.0,38.0,1.0,10.0
120000.0,65000.0,39.0,29.0,11.0,4.0
75000.0,180000.0,32.0,46.0,6.0,18.0
30000.0,35000.0,28.0,26.0,1.0,1.0
160000.0,120000.0,43.0,39.0,16.0,11.0
60000.0,75000.0,27.0,32.0,3.0,6.0
85000.0,30000.0,35.0,28.0,8.0,1.0
70000.0,160000.0,30.0,43.0,5.0,16.0
50000.0,60000.0,26.0,27.0,3.0,3.0
140000.0,85000.0,41.0,35.0,13.0,8.0
75000.0,70000.0,33.0,30.0,6.0,5.0
35000.0,50000.0,27.0,26.0,2.0,3.0
110000.0,140000.0,38.0,41.0,10.0,13.0
65000.0,75000.0,29.0,33.0,4.0,6.0
180000.0,35000.0,46.0,27.0,18.0,2.0
35000.0,110000.0,26.0,38.0,1.0,10.0
120000.0,65000.0,39.0,29.0,11.0,4.0
75000.0,180000.0,32.0,46.0,6.0,18.0
30000.0,35000.0,28.0,26.0,1.0,1.0
160000.0,120000.0,43.0,39.0,16.0,11.0
60000.0,75000.0,27.0,32.0,3.0,6.0
85000.0,30000.0,35.0,28.0,8.0,1.0
70000.0,160000.0,30.0,43.0,5.0,16.0
50000.0,60000.0,26.0,27.0,3.0,3.0
140000.0,85000.0,41.0,35.0,13.0,8.0
